parameters;mean;std;naive_se;mcse;ess;rhat;ess_per_sec
model_sd[14,4];0.2930865640497108;0.07479950274208866;0.0009656574280823512;0.0009959573092474657;5531.275523799998;0.9999112694269363;3.9155342366008816
model_sd[15,4];0.44518137862512375;0.11283466748913551;0.0014566892935342442;0.0012797227383971631;5664.382266183204;0.999445987306182;4.00975915898656
model_sd[16,4];0.5903069777794786;0.15074646596504868;0.0019461285072741891;0.0018454165585758307;5874.556895212681;0.9997819041613107;4.15853966216143
model_sd[17,4];0.5898296000937963;0.14794021862228512;0.0019099000098613157;0.0019099688997750582;5984.7225109020865;1.0002684263563755;4.236524792005719
model_sd[18,4];0.45500103189189733;0.113403769689256;0.001464036371345433;0.0014860722237876615;5846.970347088645;0.9999230995070438;4.139011422574642
model_sd[19,4];0.48183859734251255;0.12052583298451981;0.0015559818131227392;0.0016703983172491185;5970.913413147487;0.9996449041669404;4.22674947077971
model_sd[20,4];0.4735809882699728;0.11957612856001461;0.0015437211817229787;0.0013659348969441568;6183.506546411626;0.999596006649407;4.377242008745008
model_sd[21,4];0.5919750440055296;0.15137169122359892;0.001954200130654167;0.001888671324616766;6104.420585516675;0.9995976712515111;4.321257853519646
model_sd[22,4];0.8663178562532926;0.22051993245957724;0.0028469000864090903;0.0028040461125862157;5458.873373266826;0.9997581454683415;3.8642814834164936
model_sd[23,4];0.4661251172189204;0.11836552782663425;0.0015280923934586834;0.0014510227074165797;5898.705405925678;0.9999801403680749;4.175634149690176
model_sd[24,4];0.4205757364556221;0.10684153807276506;0.0013793183254633492;0.0014892077788442467;5554.694488143268;1.000968041647322;3.9321122856019213
model_sd[1,5];0.5159274748619368;0.13145558008473837;0.0016970842414474236;0.001523898893982822;6027.629397826654;1.0001596475735093;4.266898145134888
model_sd[2,5];0.5179755148929464;0.1339128177496807;0.0017288070432940742;0.0015170562424142101;6210.885649073215;0.9998873778712283;4.396623399778158
model_sd[3,5];0.5142028253238615;0.1315335788515627;0.0016980912011972079;0.001641596896884273;6029.648808999608;0.9996674123560384;4.268327665966287
model_sd[4,5];0.5145491399879047;0.13116517376266656;0.0016933351119506987;0.0020437052101321754;5480.062766149946;1.001278207906273;3.8792812412354
model_sd[5,5];0.5130559634149815;0.12955983226323897;0.0016726102423098364;0.0016407828271170054;6277.580962855374;0.9994353990759458;4.443836340701317
model_sd[6,5];0.516439219746764;0.13205222975629524;0.0017047869555856232;0.001739459353852507;5935.9052261073375;0.9998326635148448;4.20196752774917
model_sd[7,5];0.3139414506533061;0.07891721051419034;0.0010188168068353469;0.0010126387552965713;5913.303271788102;1.000163554232022;4.185967831915857
model_sd[8,5];0.20965604844347915;0.053050391265175884;0.0006848776062660455;0.0007314893806316403;6144.217443715021;0.999882848018542;4.34942964863531
model_sd[9,5];0.34362760249228164;0.08890942829389861;0.0011478157836769727;0.001109146048662229;6018.9682155017645;1.000188046467232;4.260766981395778
model_sd[10,5];0.4181928275638678;0.10604946857075777;0.0013690927521623057;0.0016261917451301645;5960.699954465269;1.000242596361966;4.219519466240566
model_sd[11,5];0.363663302793233;0.09287542687363591;0.0011990166051783222;0.001097221388650867;6251.193412341062;1.0001833824160957;4.425156859447083
model_sd[12,5];0.23393745331322988;0.0586058930494928;0.0007565988259009953;0.0008000505145046522;5995.63612717584;0.9996494847586147;4.244250431052469
model_sd[13,5];0.28281455269544553;0.07124057283200341;0.0009197118405087526;0.0008994339539866372;5639.811019332077;0.9997806514674487;3.9923654208030994
model_sd[14,5];0.3654009423339328;0.09240112164534203;0.0011928933510109846;0.0013913340161022794;5508.345625719937;1.0008040270222456;3.8993023926820727
model_sd[15,5];0.5394091620257859;0.13654808318471887;0.0017628281737698708;0.0018444222036764837;5840.310551313659;0.9997920580694972;4.134297020217803
model_sd[16,5];0.6581084113209701;0.16809646779189352;0.002170116067714317;0.0020712141181636924;5955.768851072454;0.9995826549198265;4.216028787811023
model_sd[17,5];0.5246679144370812;0.13269604649688801;0.0017130985939667078;0.0016259527976099873;5915.707849303704;1.0005155259442793;4.18767000812212
model_sd[18,5];0.3695194828446962;0.0930872386864656;0.0012017510839237202;0.0010499265287115117;6086.002325376269;1.0001424816774667;4.3082197526606185
model_sd[19,5];0.4449747649909621;0.11025765506462268;0.0014234202061905515;0.0013279355377648467;6197.847339846688;1.0003146989378902;4.38739371198839
model_sd[20,5];0.5255841403370523;0.13356495160704415;0.0017243161107036052;0.001727296219459724;5666.613129833279;0.9998905547723186;4.011338364896927
model_sd[21,5];0.5254909157028831;0.13163052336350417;0.0016993427494647263;0.0016062872959718565;6014.4791176049375;0.9995061588567274;4.257589194205311
model_sd[22,5];0.7996788362440628;0.20237168614016524;0.0026126072338825807;0.002761659990486811;6070.703319061656;0.999723590123504;4.297389740170174
model_sd[23,5];0.39905946582863633;0.09926074642189184;0.0012814507260803484;0.001457566774308719;5887.098056515294;1.0000610906655136;4.167417423942744
model_sd[24,5];0.36238483317494863;0.09296984605262756;0.0012002355515376463;0.0012893815320356656;5416.743865395456;0.9998250566522582;3.834458429089927
model_sd[1,6];0.5161312772137376;0.1305694988209995;0.0016856449815212666;0.0016321963943102238;6005.025069324145;0.9995946269887283;4.250896768641145
model_sd[2,6];0.5172376809944595;0.1318967341050583;0.0017027795153601287;0.0018024539013576596;6156.519904472714;0.9999474474645539;4.358138436704881
model_sd[3,6];0.5144992184872235;0.13265178052106436;0.0017125271226761456;0.0016046069925027277;6174.912136479123;0.9996855621731084;4.371158112509989
model_sd[4,6];0.5148424839910066;0.1293223868481947;0.001669544835182837;0.0019334207766277666;5734.378501212797;1.0002746835958145;4.0593087888164705
model_sd[5,6];0.5161498556000416;0.131006978232868;0.001691292816442851;0.0015702349841794899;5825.031883431221;1.0001405233341152;4.123481405098663
model_sd[6,6];0.5162008238720592;0.13215290498438587;0.0017060866671915254;0.0017783484357664428;5644.254437478256;1.0008167029617405;3.995510871758134
model_sd[7,6];0.5629653819013235;0.13991282068782782;0.001806266748149539;0.0018223285133359478;6021.134236944384;1.000503704648973;4.262300286160528
model_sd[8,6];0.3441374228842529;0.085701248078878;0.0011063983551956162;0.0011341122500395956;5995.75649438714;1.0007770248699637;4.244335637789105
model_sd[9,6];0.3579429842191663;0.09218591291575974;0.0011901150182588823;0.0012296814717537255;5878.86334347656;0.9996765943894333;4.161588153516238
model_sd[10,6];0.3621909153600541;0.09249874494246496;0.0011941536623575144;0.0011911992379770003;6056.877526433038;1.0000670807855607;4.2876026008109855
model_sd[11,6];0.4322954199731051;0.11017567414506103;0.0014223618370699882;0.0012939846138432908;5933.943317608186;1.0002237462908328;4.200578712481435
model_sd[12,6];0.4255591856118086;0.1074699185766329;0.001387430682885221;0.0012985758692652515;5719.781015915972;0.9995718794765039;4.048975375989345
model_sd[13,6];0.39667726794219993;0.10111825281089985;0.0013054310304473548;0.0012308330157555795;5870.054192824393;1.0002068061471616;4.15535224448847
model_sd[14,6];0.3573115863030196;0.0897626918556386;0.0011588313688921214;0.0011128647486871456;5602.469548936062;0.9998935574734662;3.965931769983954
model_sd[15,6];0.405783062751426;0.10115536227997797;0.0013059101116331088;0.0012990781519258436;5940.750548599839;1.000122527336034;4.2053974827433
model_sd[16,6];0.5363748492893488;0.13822978922703782;0.0017845389054202633;0.0020041436071513196;5822.667221345906;1.0005086774886112;4.121807484623503
model_sd[17,6];0.45695698005205654;0.11773150189896782;0.0015199071539289642;0.0014618165841810261;5954.57635980993;1.0002973994970437;4.215184635256126
model_sd[18,6];0.49334794501715273;0.12513628875236402;0.0016155025411470278;0.0015667683640746858;5994.793310530774;1.0001027619205733;4.24365380963762
model_sd[19,6];0.4873090601325104;0.12471347505840676;0.0016100440398295448;0.0016653918396321492;6042.181392473087;0.9999427978972114;4.277199355588746
model_sd[20,6];0.4794007711636535;0.1213745243675996;0.0015669383717651984;0.0013700528356964455;5939.957032964907;1.0000119804790448;4.204835761017002
model_sd[21,6];0.4996604144652297;0.12541346648628163;0.001619080890305036;0.0017302267961942105;5223.203788276284;1.0003785270248948;3.6974533576821167
model_sd[22,6];0.7811607245516871;0.19602465692176663;0.002530667439013415;0.0024975085137674035;5945.605705320825;1.0003252919100583;4.2088343992887305
model_sd[23,6];0.5730428458950696;0.14769442784461495;0.001906726864566089;0.0018145600064519024;5963.507382764028;0.9998179985130375;4.221506816459027
model_sd[24,6];0.5537428422874917;0.14098026897055754;0.0018200474462227053;0.002069926688635487;5632.289869177835;1.0002465010843762;3.9870412743560752
b5[1];2.0684930637120407;0.5197087522817817;0.0067094111415519206;0.007055211500199242;5916.012553772326;1.0000965570156155;4.187885705346711
b5[2];2.067366588891147;0.5248669349273448;0.006776002993161795;0.005939996442992889;5968.881984945509;0.9998505321668595;4.225311443214493
b5[3];2.07623772325378;0.5301661200047858;0.006844415178339794;0.0071374012349458196;6114.657131950679;1.000089857374742;4.328504201645759
b6[1];2.0718642925965987;0.5245878674499854;0.006772400247520858;0.0074188099971780885;5575.9767115509785;1.0008455425666698;3.9471777572142686
b6[2];2.0590391658870786;0.5115454078085167;0.006604022817570888;0.0068442694679023254;5677.518429548892;1.0005066464114092;4.019058116735928
b6[3];2.0529385617331233;0.5141946361801475;0.006638224208782976;0.006320008352367075;5891.829368031514;0.9997519363784646;4.170766671714993
d[1];0.29238995880089047;0.07453887200398586;0.000962292699721745;0.0010898810803224594;6164.958098372277;0.9995936527056289;4.3641117491834684
d[2];0.29307206725822277;0.07424792155888002;0.0009585365456268565;0.0009792504691775164;5958.527463842319;0.9997164297984529;4.217981582008212
d[3];0.29125732047289604;0.07303053953975679;0.0009428202113400677;0.0010397159875760878;5480.120803074726;1.0007566202480949;3.879322324989949
d[4];0.2948187506165261;0.07475124079384506;0.0009650343690096746;0.0011316544023797757;4951.81574515517;1.000774892433178;3.505340495165586
d[5];0.29232037138456324;0.07327049821532951;0.0009459180645209714;0.001062650629798965;5972.3486223061545;1.0004991437222355;4.227765440888823
d[6];0.2950722231536788;0.07494690874018467;0.0009675604313348745;0.0008635100387524838;6071.186795042308;0.9998793464871212;4.297731987947684
