parameters;mean;std;naive_se;mcse;ess;rhat;ess_per_sec
model_sd[19,5];0.14478195835169716;0.03610491630286287;0.0005708688512339618;0.0005037393452195768;4035.771491503373;0.9994503978862315;0.006824749609803156
model_sd[20,5];0.16879657782196109;0.042888120791374586;0.0006781207313258342;0.0007615044985209227;3701.595556843619;1.0005741695924342;0.006259636573924808
model_sd[21,5];0.17353114830125388;0.044092669910902334;0.0006971663251821248;0.0007868377968550138;3482.121113720688;0.9999779753513494;0.005888491150250927
model_sd[22,5];0.36918952151417184;0.08807298535133852;0.0013925561702043737;0.0013707805333029199;5310.477123926421;1.0003053372907906;0.008980358961276224
model_sd[23,5];0.19109851680409082;0.048046781423541886;0.0007596863176932979;0.0008344939432706023;4085.6519793999037;0.9996263409492832;0.006909100728548442
model_sd[24,5];0.19453074221999073;0.04710075540122002;0.000744728332911666;0.0007728744643966615;5003.516968017601;1.0003744820625309;0.008461269560730544
model_sd[1,6];0.316285305624381;0.08175520515034829;0.001292663294247146;0.001667680995734167;2285.7718566040494;1.0002306763775572;0.0038653874777846756
model_sd[2,6];0.3139899305425385;0.07586436702780214;0.0011995209652741665;0.0013165386991491367;4143.855340830293;1.000311879420055;0.00700752636266761
model_sd[3,6];0.3830095383082518;0.09142822877587137;0.001445607226833509;0.001346361728329638;5822.406817748225;0.999359983500409;0.00984606505626019
model_sd[4,6];0.45107658229087133;0.10809443158770202;0.0017091230309919463;0.0013650679936626033;4628.16112599141;0.9996289321758469;0.007826518648346424
model_sd[5,6];0.4711122562338333;0.11903306076131633;0.0018820779443348796;0.0020430025603370705;3316.5747420943317;1.0010074889461944;0.005608541569968711
model_sd[6,6];0.3831828006308382;0.09231022369618827;0.0014595527909980097;0.0013956009284941961;4602.287710212519;1.000202547389575;0.007782765035285572
model_sd[7,6];0.252888655046218;0.06248647888455526;0.0009879979811960613;0.0012080370983228617;2876.8444796013337;1.0019152879832784;0.004864929365044343
model_sd[8,6];0.2059557286550831;0.05300808753543542;0.0008381314551077867;0.0009697141605934689;3419.969096829428;1.0002947745937996;0.005783388085342489
model_sd[9,6];0.2153324750608991;0.04704597586873468;0.0007438621924526017;0.0007881316923957236;3912.3727788694237;1.000917163274038;0.006616074436376763
model_sd[10,6];0.18894922346892287;0.043817424034046724;0.0006928143057449549;0.0006309542460221696;4417.333033030674;0.9993588541814183;0.0074699947598659755
model_sd[11,6];0.1773616382301616;0.04377366021385918;0.0006921223389904414;0.0006810801167190341;4585.2565436105715;0.9994118321785952;0.007753964235273518
model_sd[12,6];0.23872278456452142;0.05976296325679469;0.0009449354180621277;0.0009447588117819358;4262.382529491791;1.0000548244794978;0.007207963475192851
model_sd[13,6];0.3240472634616234;0.08073199253968334;0.0012764848823456046;0.0013114422635617496;4627.073248894024;1.000354786228733;0.007824678978084733
model_sd[14,6];0.4029594438040576;0.0994447824785947;0.0015723600702618194;0.0015471680210404524;4850.010558413429;1.0006333320325926;0.008201680331941453
model_sd[15,6];0.40483598397603937;0.09987367960665279;0.001579141529294662;0.001364955135006161;4933.933807446981;0.9992047747917077;0.008343599953084766
model_sd[16,6];0.35798531712444964;0.08340824726618207;0.0013188001850182394;0.001391934246739178;3690.628188518242;1.00034408003806;0.0062410900474783116
model_sd[17,6];0.2992178489184462;0.06613400259162798;0.0010456703948651142;0.0009423806646532946;4765.647797222468;0.9996989871604903;0.008059017467422965
model_sd[18,6];0.22273330666908395;0.051063702188556555;0.0008073880233818179;0.0008175088832847512;3606.1163526760265;0.999738422306357;0.006098175088119932
model_sd[19,6];0.1845232084289961;0.046496426787412067;0.000735173058537439;0.0008708161580398771;3567.0007800580024;1.0001043428702072;0.006032028134675191
model_sd[20,6];0.18896022479374353;0.04518558123428444;0.0007144467704945062;0.0007906570941981502;4379.757538139772;1.0006024999319865;0.0074064521770823
